LC_Type1,LST_Day_1km,pr,aet,NDVI,EVI,Gpp
10.0,-0.75,-0.8603604,-0.8694908,-0.8739496,-0.6347032,6464.74
4.0,-0.17900302,0.731982,1.0915704,0.47172767,0.27245054,14717.0
5.0,-0.26435044,0.740991,0.6204536,0.7631391,0.40943682,16615.9
7.0,-2.589124,-1.0878378,-1.2926829,-0.7753881,-0.6260781,2152.41
7.0,-2.589124,-1.0878378,-1.2926829,-0.7753881,-0.6260781,467.38602
7.0,-2.589124,-1.0878378,-1.2926829,-0.7753881,-0.6260781,2140.3398
7.0,1.4932024,-1.2252252,-1.4189131,-1.1585244,-0.89142567,2594.39
10.0,0.5025181,-0.14864865,0.8677792,-0.10881641,0.15626585,8203.31
12.0,0.6941088,-0.32207206,0.3406076,-0.288278,0.053779807,12367.0
4.0,0.23413897,0.6283784,1.1193838,0.7013246,0.847793,14826.2
4.0,0.30966768,0.09684685,1.2802739,0.6292551,0.920345,10280.899
1.0,0.35951662,0.6283784,-0.7008986,0.42728955,0.28158295,19338.6
10.0,0.67270845,-1.0923424,-0.88660675,-0.44495085,-0.36681888,5968.78
11.0,0.41200906,-0.7522523,-1.0261018,0.28941748,-0.093860984,21499.9
5.0,0.3663142,1.09009,2.6375694,0.70047003,0.6265855,29998.4
10.0,-2.6404834,-1.2364864,-1.6559691,-1.5986327,-1.472349,13.5528
1.0,-0.6042296,-0.7927928,-0.7150192,0.21193562,-0.011669204,9730.71
12.0,0.8076541,-0.2972973,0.29097134,-0.5776955,-0.3313039,16966.4
13.0,0.78172207,0.39864865,0.82755667,-0.046147272,0.14561136,12618.7
12.0,0.4573263,-0.038288288,0.665383,-0.6617291,-0.34855404,8963.141
7.0,1.4682779,-0.9256757,-0.88703465,-0.97507477,-0.6636225,2371.99
7.0,1.3593662,-1.2882882,-1.4133505,-1.1143712,-0.80466765,1434.33
7.0,1.2817221,-1.3018018,-1.4313222,-1.1220623,-0.86757994,1189.87
12.0,0.6670689,-0.7252252,-1.0008558,-0.033898305,0.20446473,18110.2
11.0,0.54783535,-0.7252252,-1.0008558,-0.35621706,-0.3561644,11258.199
4.0,0.16012084,0.072072074,0.35515618,0.013958125,0.057331305,14309.0
10.0,1.1608762,-0.045045044,-0.18185708,-0.29568437,-0.19228818,6771.86
10.0,1.3250759,-0.9774775,-0.98416775,-1.0878792,-0.8909183,1011.57996
10.0,1.2029834,-1.1801802,-1.114677,-0.91012675,-0.5961441,4976.19
10.0,1.2535242,-0.9054054,-0.84809583,-1.0351802,-0.8031456,2966.34
9.0,-1.3519638,0.0045045046,-0.483098,-0.13160518,-0.15829529,3731.1301
5.0,0.081571,0.6981982,0.45785195,0.0777667,0.07458143,17120.0
5.0,-0.2467266,0.509009,-0.06760804,0.27802306,-0.16894977,8882.01
8.0,-0.15256798,0.5540541,-0.16431323,-0.16379434,-0.43378997,5659.12
12.0,0.33987916,0.963964,0.7274283,-0.07577268,-0.020294268,15045.8
5.0,0.0755287,0.9279279,0.70603335,0.38940322,0.46067986,17266.3
4.0,0.32401812,0.963964,0.7274283,0.06836633,-0.00050735666,14376.899
12.0,0.77794564,0.8085586,2.1831408,-0.44153255,-0.14916286,12804.9
8.0,-1.5679759,-0.9684685,-1.0526316,-0.15425153,-0.36504313,0.0
8.0,-1.554003,-0.9684685,-1.0526316,-0.14086312,-0.29705733,0.0
8.0,-1.5211481,-0.9684685,-1.0526316,-0.14228742,-0.42009133,4.0376897
4.0,-0.08610272,1.463964,0.60248184,0.23785785,0.00761035,11899.101
12.0,0.2734139,0.5067568,0.74454427,-0.27944738,-0.19228818,9922.609
7.0,-1.8168429,-0.6283784,-0.93495935,-1.5567583,-1.3906647,3507.79
8.0,-1.8251511,-0.9774775,-1.1198118,-0.74462324,-0.99720955,2570.72
10.0,-1.234642,-0.3198198,-0.79075736,-0.97251105,-0.75443935,6749.14
4.0,-0.07200452,0.9594595,0.72272146,0.33584958,0.15880264,13755.4
5.0,-0.09818731,1.286036,0.6118956,0.7477567,0.52207,16065.2
7.0,-2.3247733,-1.0855856,-1.2580231,-1.6462042,-1.5621512,2118.23
7.0,-2.3247733,-1.0855856,-1.2580231,-1.6462042,-1.5621512,70.8042
7.0,-2.3247733,-1.0855856,-1.2580231,-1.6462042,-1.5621512,1946.56
7.0,1.2245725,-1.027027,-1.0616175,-1.1645064,-0.90005076,3458.27
10.0,0.29305136,0.6103604,1.4925117,-0.16863695,0.07559615,12922.801
12.0,0.3106752,0.12162162,0.94822425,-0.12989603,0.12937595,11679.699
4.0,0.035876133,1.1824324,1.1292255,0.2737502,0.35159817,17429.1
4.0,0.19070996,0.8130631,1.2212238,0.25950718,0.64687973,13704.6
1.0,0.13293052,-0.4391892,-0.57980317,0.4050705,0.34348047,16135.8
10.0,0.4839885,-0.8400901,-0.80487806,-0.4440963,-0.48756975,5667.34
11.0,0.38356042,-1.4256756,-1.3316218,0.15325452,-0.06240487,15471.5
10.0,-2.7862537,-1.1824324,-1.5519897,-1.5766984,-1.4292238,6518.9697
1.0,-0.94133985,-0.29954955,-0.44415918,-0.002848597,-0.062912226,9015.39
12.0,0.5546329,0.17567568,0.76679504,-0.5905142,-0.35413495,17751.701
13.0,0.41540787,0.7297297,1.0740266,-0.0014242985,0.21258244,13498.399
12.0,0.32439578,0.2454955,0.35857937,-0.59792054,-0.45459157,12696.801
7.0,1.5186299,-0.8648649,-0.7736414,-1.0086882,-0.72501266,1567.69
7.0,1.0324774,-1.1373874,-1.258879,-1.1169349,-0.84576356,2798.74
7.0,0.96903324,-1.1531532,-1.2901155,-1.1271899,-0.8650431,1811.38
12.0,0.6876888,-1.4121622,-1.3102268,-0.11992594,0.25672248,19029.8
11.0,0.44833806,-1.4121622,-1.3102268,-0.5879504,-0.63165903,12239.2
12.0,0.6756042,-1.4121622,-1.3102268,0.06665717,0.5707763,26880.701
17.0,-0.07779456,0.6283784,0.42062473,-1.4522148,-1.3242009,482.612
4.0,-0.04833837,0.6283784,0.42062473,0.08659735,0.15829529,13438.9
10.0,1.0372614,-1.1914414,-0.39537868,-0.53639084,-0.45459157,4380.3203
10.0,1.2769381,-0.9301802,-0.8921695,-1.059963,-0.8944698,1472.98
10.0,0.7698897,-0.9842342,-1.0363715,-0.938043,-0.6636225,4984.37
10.0,1.276435,-0.8243243,-0.6983312,-1.0511323,-0.84474885,2032.49
9.0,-1.3572508,0.5810811,-0.32605904,-0.15952143,-0.19634703,3943.18
5.0,0.06042296,0.3716216,0.33162174,0.24213076,0.15677321,17390.7
5.0,-0.8089124,0.490991,-0.3453145,0.22304516,-0.10045662,3910.7102
8.0,-0.4176737,0.018018018,-0.3076594,-0.122489676,-0.5083714,5715.7705
14.0,0.33157098,0.6734234,0.699187,-0.011679248,-0.043125317,1644.64
5.0,-0.009818731,0.6328829,0.66238767,0.39453068,0.332826,19237.6
4.0,0.26334292,0.6734234,0.699187,0.0074063526,-0.09589041,13805.0
12.0,0.9244713,-0.0518018,0.7488233,-0.4170346,-0.01674277,11187.6
8.0,-1.5728852,-0.6734234,-0.49721867,-0.032046717,-0.34703195,4775.2803
8.0,-1.5324774,-0.6734234,-0.49721867,0.056117363,-0.22196855,2824.95
8.0,-1.5463247,-0.6734234,-0.49721867,-0.081612304,-0.325723,4.0376897
4.0,-0.29758307,1.5337838,0.5271716,0.14299957,0.10197869,11320.5
7.0,-1.4872855,-0.4189189,-0.559264,-0.7590087,-0.5892948,4256.02
7.0,-1.9003022,-0.5833333,-0.57980317,-0.9004415,-0.8868595,3700.6
10.0,-0.9003021,-0.16441442,-0.38981602,-1.1590941,-0.8863521,6832.48
4.0,-0.16956194,1.1126126,0.6157467,0.34354082,0.19127347,15495.601
5.0,-0.2779456,1.2297298,0.46812153,0.6856573,0.5991882,14722.1
7.0,-2.1604984,-0.8265766,-1.1176722,-1.6409343,-1.5517504,1968.38
7.0,-2.1604984,-0.8265766,-1.1176722,-1.6409343,-1.5517504,2594.1
7.0,-2.1604984,-0.8265766,-1.1176722,-1.6409343,-1.5517504,2653.19
7.0,1.1458958,-1.0067568,-1.0329483,-1.1163652,-0.8442415,3111.5303
7.0,1.1531729,-0.9752252,-0.97860503,-1.0844609,-0.80974126,4378.12
10.0,0.29154077,0.6441441,1.7317073,-0.16920666,0.1486555,23108.602
12.0,0.6485393,-0.024774775,0.7740693,-0.25979206,-0.1217656,9869.59
4.0,0.1223565,0.9369369,1.4736842,-0.14299957,-0.15423642,17284.1
4.0,0.12160121,0.8468468,1.7723577,0.16180031,0.04261796,13243.7
1.0,0.18429004,0.30855855,-0.5344459,0.48255235,0.29883307,18192.5
10.0,0.56646526,-0.6936937,-0.4330338,-0.53781515,-0.56367326,6822.7397
11.0,0.4345423,-0.8761261,-1.2366282,-0.2347244,-0.3277524,12433.6
10.0,-2.5419185,-1.2477478,-1.7094566,-1.6578835,-1.5514967,1248.5399
1.0,-0.6937311,0.013513514,-0.28155756,-0.035037745,-0.24302384,8282.101
12.0,0.3951405,0.5067568,1.055199,-0.6292551,-0.41501775,16077.1
13.0,0.6238671,0.5788288,1.1300813,-0.13872668,0.0761035,14659.9
10.0,0.39312688,-0.4189189,-1.2109542,-0.49394673,-0.63419586,3913.18
12.0,-0.029645015,0.4009009,0.71801454,-0.78080046,-0.6154236,6738.0703
12.0,0.13519637,0.3918919,0.712024,-0.64720124,-0.41856927,11319.101
10.0,0.6465257,-0.4144144,-1.1330765,-0.79988605,-0.8061898,14731.4
10.0,0.91087615,-0.6171171,-1.0872914,-0.8420453,-0.8158295,2190.2
7.0,1.3568732,-0.8693694,-0.7783483,-0.9411765,-0.6362253,2116.29
7.0,1.0857251,-1.063063,-1.1210954,-1.0961401,-0.8356164,2258.14
7.0,1.0373867,-1.0788288,-1.1527599,-1.0836064,-0.8417047,1410.22
12.0,0.8136964,-0.8468468,-1.2126658,0.19455919,0.3805175,18369.398
12.0,0.7885196,-0.8468468,-1.2126658,0.37088734,1.0020294,23029.1
17.0,-0.100453176,0.37387386,0.123662814,-1.4918103,-1.3287672,365.09
4.0,-0.0581571,0.37387386,0.123662814,-0.23500925,-0.0913242,12809.2
10.0,1.1140484,-0.32207206,-0.5498502,-0.4842615,-0.28310502,5778.96
10.0,1.0619335,-0.9369369,-0.89987165,-1.0853155,-0.8985287,2877.71
10.0,0.7296072,-0.8288288,-0.66024816,-0.8930352,-0.6428209,6128.52
10.0,1.0382674,-0.8445946,-0.7398374,-1.0867398,-0.83510906,3633.77
11.0,-1.2711481,-0.17117117,-0.6050492,-0.15040593,-0.11922882,4392.07
5.0,0.13720998,0.29054055,0.61317927,0.38228172,0.21461187,14907.1
12.0,0.12386707,0.3873874,0.6910569,-0.31847316,-0.026382547,13824.5
8.0,-0.3648036,0.058558557,-0.436457,-0.18202536,-0.47234905,6721.12
14.0,0.2620846,0.5,0.8451006,0.17661302,0.3490614,19245.5
5.0,0.04607251,0.4662162,0.8237056,0.617291,0.52663624,20238.7
4.0,0.25100753,0.5,0.8451006,0.11536818,-0.10451548,12822.3
12.0,0.7703928,0.8130631,1.6683782,-0.34097707,0.053779807,23606.799
5.0,-0.17492418,0.3716216,0.5571245,0.24270047,-0.036022324,12335.0
12.0,0.7522659,0.9594595,1.838682,-0.3463894,-0.01217656,440.50998
8.0,-1.3821752,-0.8378378,-0.9550706,0.024925224,-0.35514966,4942.16
8.0,-1.3721677,-0.8378378,-0.9550706,0.06437829,-0.21131405,5749.81
8.0,-1.3539773,-0.8378378,-0.9550706,-0.0094003705,-0.31506848,6922.66
4.0,-0.25075528,1.1081082,0.7278562,0.20737787,0.07813293,11534.0
7.0,-1.4856496,-0.5495495,-0.6478391,-1.4650334,-1.2359209,7061.74
10.0,-0.82477343,-0.22072072,-0.80487806,-1.132887,-0.81075597,7914.27
14.0,0.31268883,0.795045,1.190843,0.40051275,0.6610857,14165.4
4.0,0.016616315,0.6711712,0.8562259,0.35578978,0.20852359,17246.8
5.0,-0.26510575,0.7454955,0.66153187,0.74291414,0.50076103,12820.601
7.0,-2.1865559,-0.9436937,-1.2520325,-1.6484832,-1.5664637,2718.9402
7.0,-2.1865559,-0.9436937,-1.2520325,-1.6484832,-1.5664637,2574.65
7.0,-2.1865559,-0.9436937,-1.2520325,-1.6484832,-1.5664637,0.0
7.0,1.4224577,-0.7635135,-0.59264016,-1.1004131,-0.84474885,2938.69
7.0,1.3413898,-0.722973,-0.5233205,-1.0667996,-0.8411974,3056.3901
10.0,0.25830814,1.2882882,2.287976,-0.1965532,-0.05936073,9766.35
12.0,0.57069457,0.4009009,1.4180573,-0.2501068,-0.043125317,11161.899
4.0,0.0929003,1.3941442,1.5738126,0.104543515,0.21410452,16451.5
4.0,0.18126889,1.2905406,2.1480532,0.32644922,0.26128867,9453.96
1.0,0.10649547,0.22297297,-0.8267009,0.48824954,0.28970066,17546.1
10.0,0.771148,-0.4099099,-0.011553274,-0.47543085,-0.5383054,6978.4004
11.0,0.4317719,-1.2027028,-1.0372273,-0.07833642,-0.12075089,12141.801
4.0,0.168429,1.7072072,2.7257168,0.6058966,0.5317098,17157.9
10.0,-2.7459712,-1.2657658,-1.6491228,-1.5371029,-1.3505834,2311.02
1.0,-0.6623867,0.033783782,-0.4360291,-0.2934055,-0.16235414,9438.351
12.0,0.42296073,0.5968468,1.902867,-0.5329725,-0.4439371,19489.3
13.0,0.75377643,0.8333333,1.4792469,-0.19057114,-0.061390158,16301.601
10.0,0.40483382,-0.6396396,-0.9610612,-0.6591654,-0.53120244,8376.51
12.0,0.29758307,0.4954955,1.1972615,-0.58196837,-0.40537798,15095.8
12.0,0.23640484,0.4864865,1.1805733,-0.22788776,-0.07864028,11366.3
10.0,0.5925227,-0.6441441,-0.94608474,-0.73123485,-0.7366819,7303.8096
10.0,0.8136964,-0.8130631,-1.1026958,-0.8021649,-0.7473364,3503.44
7.0,1.4675226,-0.8783784,-0.80316645,-1.1081042,-0.8792491,1848.21
7.0,1.3232628,-0.8941441,-0.8335473,-1.0827518,-0.8594622,1770.6599
12.0,0.7386707,-1.1801802,-1.0235344,0.2532403,0.63318115,14361.601
12.0,0.73640484,-1.1801802,-1.0235344,0.35635948,1.1273465,24621.898
4.0,-0.012689412,0.06306306,0.21181001,0.27659878,0.09690513,13164.9
10.0,0.9905589,-0.7162162,-0.2605905,-0.21165076,-0.06494165,5812.3
10.0,1.2122357,-0.6216216,-0.32991013,-0.99302095,-0.7853881,1469.51
10.0,0.93844414,-0.5990991,-0.28369704,-0.81526846,-0.6210046,7983.74
10.0,1.0561936,-0.4774775,-0.07145914,-0.838627,-0.58751905,4845.11
5.0,0.33969033,0.3063063,0.19469406,0.24355505,0.3536276,17081.0
8.0,0.27039275,1.9346846,0.1762944,0.20823245,-0.18721461,4577.62
12.0,0.42950606,0.4527027,0.31151047,-0.1774676,0.12582445,13506.899
8.0,-0.44486403,0.058558557,-0.305092,-0.023358496,-0.34601724,7826.79
14.0,0.50100756,0.5923423,0.5250321,0.025067654,0.107559614,19167.4
5.0,0.23564954,0.5382883,0.49165598,0.54607606,0.68239474,17484.7
4.0,0.43288714,0.5923423,0.5250321,0.10311922,-0.0456621,14363.399
12.0,0.57854986,0.26126125,1.4976466,-0.043298677,0.28970066,14947.801
12.0,0.5770393,0.2882883,1.5652546,-0.44352657,-0.22628108,13930.5
5.0,-0.17824773,0.6193694,0.59092855,0.24953711,-0.16336885,7931.85
12.0,0.59950906,0.35585585,1.6859221,-0.25494945,0.08726535,13438.7
8.0,-1.3348444,-0.9211712,-0.77021825,0.13473864,-0.30010146,5263.6904
8.0,-1.3625377,-0.9211712,-0.77021825,0.24797037,-0.10172501,6019.87
8.0,-1.3746223,-0.9211712,-0.77021825,0.18601339,-0.31456113,8146.95
4.0,-0.06344411,0.7207207,0.3465982,0.16578835,0.11821411,13002.4
12.0,0.84108734,-0.6644144,-0.5271716,0.3096425,0.3713851,26495.4
7.0,-1.2875121,-0.5540541,-0.5665383,-0.2156388,-0.12480974,3565.83
10.0,-0.9176737,-0.33783785,-0.7466838,-1.1790344,-0.7366819,7456.6104
14.0,0.3288021,0.46396396,1.0051348,0.24953711,0.35971588,16601.898
4.0,-0.09818731,0.44594595,0.49165598,0.38370603,0.29883307,15454.6
5.0,-0.07326284,0.7657658,0.55241764,0.8087167,0.5849822,13482.801
7.0,-2.189577,-1.063063,-1.1245186,-1.6265489,-1.5215627,2240.84
7.0,-2.189577,-1.063063,-1.1245186,-1.6265489,-1.5215627,1889.69
7.0,-2.189577,-1.063063,-1.1245186,-1.6265489,-1.5215627,2454.93
7.0,1.4622357,-1.0337838,-1.0877193,-1.1072497,-0.8604769,2579.75
7.0,1.4169184,-1.0045046,-1.0363715,-1.0605327,-0.81887364,3479.5999
10.0,0.34768426,0.990991,2.3919556,0.14926648,0.39979705,13624.699
10.0,0.48489425,0.3626126,1.4407359,-0.0034183164,0.06494165,14405.699
4.0,0.21097733,0.9481982,1.6854942,0.5070503,0.3409437,18243.0
4.0,0.38406345,0.7612613,2.3641422,0.39538527,0.34246576,16287.0
1.0,0.14551814,0.4346847,-0.67565256,0.41048282,0.27092847,14853.0
10.0,0.7212991,-0.8716216,-0.7398374,-0.55889475,-0.5129376,6424.75
11.0,0.41943654,-0.7387387,-0.59178436,-0.2361487,-0.26433283,7741.0103
4.0,0.18202417,1.9481982,2.9435174,0.4292836,0.19076611,17139.8
10.0,-2.4339123,-1.3378378,-1.5866495,-0.92949724,-0.695586,2132.42
8.0,-0.6283988,-0.1981982,-0.6970475,0.07805156,-0.092846274,11350.0
12.0,0.44127643,0.47522524,1.7111682,-0.47913402,-0.20040588,17959.0
9.0,0.7734139,1.7297298,3.1095421,0.22788776,0.45966515,19090.7
13.0,0.6953671,0.5540541,1.2323492,-0.18544367,0.062912226,19632.2
9.0,0.14249699,0.4301802,1.0299529,0.07662726,-0.09335363,8745.24
10.0,0.24962236,-0.6644144,-0.93795466,-0.4851161,-0.391172,7668.72
12.0,0.32779455,0.47297296,1.241335,-0.42501068,-0.26382548,7957.08
12.0,0.21072507,0.4662162,1.2267865,-0.074063525,-0.02130898,10397.5
10.0,0.73753774,-0.6599099,-0.87505347,-0.7278165,-0.68899035,6044.4897
10.0,0.9848943,-0.8220721,-1.0457852,-0.7733941,-0.7909691,4048.73
7.0,1.3749248,-1.1486486,-1.2845528,-1.0881641,-0.8209031,2684.9302
10.0,1.2744215,-1.1621622,-1.308943,-1.0571144,-0.82191783,2609.91
12.0,0.44675228,-0.777027,-0.6551134,0.088876225,0.55606294,17995.9
12.0,0.76521343,-0.7004505,-0.57894737,0.09457342,0.48554033,16077.0
12.0,0.7643505,-0.7004505,-0.57894737,0.45378152,1.217656,20473.6
4.0,0.013595167,0.3918919,0.3988019,-0.031619426,-0.016235413,13550.601
10.0,1.0453172,-0.013513514,0.80017114,-0.11081043,0.08472856,7245.2
10.0,1.2017694,-0.7882883,-0.63414633,-1.0462897,-0.8711314,1599.12
10.0,0.94033235,-0.9752252,-0.97860503,-0.873095,-0.5794013,6286.29
10.0,1.1369592,-0.6756757,-0.4330338,-1.0027062,-0.78843224,3647.28
5.0,-0.056646526,0.9144144,0.4398802,0.28429,0.38153222,17991.5
8.0,0.42673716,1.9031532,0.18870346,0.18914685,-0.297311,4341.74
12.0,0.106747724,1.0337838,0.50278133,-0.23928215,0.1709792,11802.1
8.0,-0.41691843,0.074324325,-0.26529738,-0.029910268,-0.3642821,0.0
14.0,0.3851964,1.2004504,0.80616176,0.06808147,0.11060376,20147.2
5.0,0.17673716,1.1554054,0.79332477,0.35522005,0.29173008,16786.3
4.0,0.35800603,1.2004504,0.80616176,0.123629116,0.19989853,13980.0
12.0,0.63141996,0.3536036,1.4223363,-0.22190571,0.18873668,16125.2
12.0,0.57477343,0.3536036,1.4219084,-0.2763139,-0.09335363,6842.19
5.0,-0.21223564,0.4864865,0.36285836,0.10853155,-0.13800101,5594.46
12.0,0.72432023,0.42117116,1.5494224,-0.3315767,-0.008625063,18165.9
8.0,0.37865105,1.1936936,1.9452289,0.37516025,0.5109082,21436.102
8.0,-1.3091646,-0.8536036,-0.9084296,-0.0044153254,-0.261035,5424.1997
8.0,-1.1744713,-0.8536036,-0.9084296,0.016521864,-0.2072552,4476.55
8.0,-1.1621344,-0.8536036,-0.9084296,0.04087737,-0.2587519,6692.06
4.0,-0.15256798,1.3963964,0.55156183,0.12448369,0.11161847,13318.9
12.0,0.7488671,-0.5698198,-0.7633718,0.33812848,0.68696094,21508.201
12.0,0.76762384,-0.5945946,-0.8087291,-0.24554907,-0.51598173,16872.0
12.0,0.83081573,0.022522522,-0.18185708,-0.93861276,-0.54287165,19480.799
12.0,0.83081573,0.022522522,-0.18185708,-0.8483122,-0.514967,8215.83
12.0,0.9478852,0.022522522,-0.18185708,-0.7360775,-0.48503298,14587.199
12.0,0.95959216,-0.045045044,-0.23234917,-0.7830793,-0.4743785,15034.2
7.0,-1.5830816,-0.5833333,-0.72058195,-0.26121634,-0.23642822,4153.1797
10.0,-1.0276934,-0.3063063,-0.62344885,-1.1394389,-0.869102,7709.14
14.0,0.3383686,1.0608108,1.4176295,0.15638798,0.6555048,14788.101
4.0,-0.097432025,1.036036,0.66195977,0.3238855,0.3125317,13559.9
10.0,1.1676737,-1.1644144,-1.3286264,-0.6534682,-0.49619484,4925.22
5.0,-0.28121904,0.9842342,0.4356012,0.7155676,0.5043125,13734.9
7.0,-1.9652568,-0.8716216,-1.0603337,-1.6332431,-1.5403348,1880.62
7.0,-1.9652568,-0.8716216,-1.0603337,-1.6332431,-1.5403348,2173.42
7.0,-1.9652568,-0.8716216,-1.0603337,-1.6332431,-1.5403348,3047.6199
7.0,1.3031224,-1.0202702,-1.0534874,-1.0653753,-0.76306444,4634.14
7.0,1.2915407,-0.9887387,-1.0034232,-1.0360347,-0.782344,4284.2
10.0,0.4813701,1.0382882,2.5934958,0.03731662,0.3921867,14606.0
10.0,0.50332355,0.4391892,1.6465554,-0.13445379,-0.06392694,17611.701
4.0,0.23187311,1.195946,1.8677793,0.6856573,0.65398276,16249.8
4.0,0.4103731,0.7635135,2.0624733,0.37572995,0.27346525,15563.399
1.0,0.40067977,0.45495495,-0.6551134,0.37373593,0.20243531,16636.701
10.0,0.64803624,-0.7815315,-0.6191699,-0.48654038,-0.48655504,7174.77
11.0,0.32779455,-0.6509009,-0.80830127,-0.15667284,-0.20700152,14013.7
4.0,0.2265861,1.5292792,2.885323,0.46175757,0.4028412,20192.1
10.0,-2.37432,-1.168919,-1.5074883,-1.577553,-1.4074074,1832.14
7.0,-1.7972054,-0.5855856,-0.8326915,-0.9210939,-1.1326737,7640.6597
12.0,0.6002009,0.6103604,1.8044502,-0.57741064,-0.38964993,18684.9
9.0,0.8227598,1.4684684,2.3534446,0.079760715,0.4297311,18349.3
10.0,0.3383686,-0.4527027,-0.8669234,-0.64036465,-0.49974632,7429.2603
12.0,0.18806647,0.20945945,0.8087291,-0.50249255,-0.07052258,9463.28
12.0,0.21148036,0.20945945,0.8087291,-0.40222192,-0.037544392,8172.8496
12.0,0.18640542,0.20945945,0.8087291,-0.49024355,-0.39167935,8302.87
10.0,0.72205436,-0.44144145,-0.8296962,-0.79191,-0.7691527,6489.3105
10.0,1.0366315,-0.6396396,-0.9037227,-0.8739496,-0.7366819,4641.7
7.0,1.2749245,-1.1148648,-1.2250749,-1.0935764,-0.8396753,2662.8298
7.0,1.2303625,-1.1261262,-1.2550278,-1.0317619,-0.7671233,2085.24
10.0,0.37613294,-0.6959459,-0.8296962,-0.07691212,-0.14611872,1914.1799
12.0,0.74018127,-0.6126126,-0.8095849,0.056117363,0.45357686,19330.7
12.0,0.7331314,-0.6126126,-0.8095849,0.1788919,0.7305936,18460.602
4.0,-0.009969198,0.5585586,0.29995722,0.15752742,0.27245054,15157.6
10.0,0.9138973,0.13063063,0.9768934,-0.38285145,-0.3054287,5971.5503
10.0,1.2993459,-0.7612613,-0.59007275,-1.0989888,-0.8767123,1850.31
10.0,1.0260574,-0.9121622,-0.8587933,-0.88705313,-0.623034,6286.8
10.0,1.1588256,-0.6441441,-0.39666238,-1.0724968,-0.8716388,3736.88
4.0,-0.15256798,1.3963964,0.55156183,0.12448369,0.11161847,15447.801
10.0,0.94259816,-0.6058559,-0.2665811,-0.7765276,-0.6164383,5254.25
12.0,0.40332326,-0.722973,-0.48951647,-0.2982481,-0.18366311,9236.93
4.0,0.4371607,1.9752252,3.0868635,0.7437687,0.71943176,1116.71
4.0,0.260574,2.018018,2.41549,0.48824954,0.4145104,14357.6
4.0,-0.097432025,1.036036,0.66195977,0.3238855,0.3125317,12699.301
7.0,-1.4779462,-0.5990991,-0.72229356,-0.62184876,-0.39421612,1760.4401
8.0,0.5684789,1.972973,3.266581,0.5489246,0.4520548,19910.0
10.0,0.65332323,0.8288288,2.3487377,-0.16835208,0.008625063,2277.31
10.0,0.59667677,0.8445946,2.3577235,-0.16635807,-0.20446473,14260.0
10.0,0.42938066,-0.7905405,-0.61232346,-0.34354082,0.050735667,2231.5
8.0,-0.54305136,-0.23873875,-0.23534445,-0.1130893,-0.32217148,1821.9
4.0,0.2439577,1.1036036,2.4993582,0.72354364,0.85235924,23336.398
7.0,1.6893247,-0.786036,-0.6478391,-0.98447514,-0.7305936,2.5527902
4.0,-0.028323263,0.41666666,0.44458708,0.13986611,-0.059868086,6516.3203
4.0,-0.07024169,0.4144144,0.45656824,0.23415467,-0.07711821,18812.9
4.0,0.43152115,1.036036,2.5913565,0.27916253,0.03348554,19535.4
4.0,-0.12537764,0.6058559,0.37997434,-0.14898163,-0.38001016,19885.2
5.0,0.25075528,0.5225225,0.014120667,0.25210086,0.20649417,19515.602
8.0,0.26183233,1.5202702,0.001711596,0.23814271,-0.2506342,4552.46
12.0,0.4018127,0.7432432,0.08130081,-0.2743199,0.04870624,13147.5
8.0,-0.56722057,0.038288288,-0.17115961,-0.27403504,-0.3571791,0.0
5.0,-0.123111784,0.6869369,0.18827556,-0.09856146,-0.08574328,0.0
12.0,0.5521148,0.4774775,1.3162174,-0.39965817,-0.05631659,13859.2
8.0,0.5216511,1.6126126,1.6418486,0.48654038,0.85235924,18525.1
8.0,-1.4101208,-0.9572072,-0.9413778,0.0901581,-0.3033993,5146.69
1.0,-1.3542296,-0.9572072,-0.9413778,0.20096852,-0.3173516,3981.4001
8.0,-1.455438,-0.9572072,-0.9413778,0.13715994,-0.26864535,6902.3496
8.0,-1.455438,-0.9572072,-0.9413778,0.13715994,-0.26864535,4527.3496
4.0,-0.2265861,1.7792792,0.5228926,0.15724255,0.15423642,16952.4
12.0,0.74358004,-0.8513514,-0.8442448,0.1731947,0.35565704,21207.6
12.0,0.7919937,-0.8716216,-0.8660676,-0.5406637,-0.69660074,15333.3
12.0,0.5035242,-0.3310811,-0.106118955,-0.828372,-0.7437849,7444.92
12.0,0.5035242,-0.3310811,-0.106118955,-0.84660304,-0.59766614,8878.061
12.0,0.54418427,-0.3310811,-0.106118955,-0.83948153,-0.6382547,5815.0703
12.0,0.5654577,-0.38963965,-0.15832263,-0.8215354,-0.6382547,4802.1797
12.0,0.3013595,0.8716216,0.63970906,-0.6651474,-0.48756975,26386.5
8.0,0.11404834,0.8761261,0.6427043,0.3421165,0.3394216,20930.2
12.0,0.13746223,0.8040541,0.70817286,0.09856146,0.19228818,5431.43
13.0,0.8293051,-0.8288288,-0.70646125,-0.7074491,-0.86859465,5782.63
7.0,-1.5611782,-0.6328829,-0.8827557,-1.260789,-1.0152206,3911.57
10.0,-0.86329305,-0.509009,-0.8553701,-1.0092579,-0.5951294,8958.319
14.0,0.45354986,1.304054,0.9529311,0.33556473,0.768138,13313.6
4.0,0.046827793,1.5067568,0.58664954,0.3124911,0.07153729,15040.601
10.0,1.1404834,-1.2927928,-1.4711168,-0.6936334,-0.5606291,1268.48
